id,report_id,类型,开始时间,结束时间,发生地点,车道方向,占用车道情况,所在高速公路,伤亡情况,管控措施,上下行,junction_id,edge_id,inc_lanes,int_lanes,管控开始时间,管控结束时间,管控收费站,管控范围,详细信息,匹配地点
347,11401,交通管制,2025-06-29 04:12:36,2025-06-29 07:44:24,2349.26,双向方向,,G5京昆高速（西攀段）,,无管制,双向,3329908340|-47834,-12462,-4000000510_0 -4000000510_1,:3329908340_0_0 :3329908340_0_1,2025-06-29 00:03:00,,,永郎站 到 撒莲站,【交通管制首报】2025/6/29 4:12:36，接执法支队三大队报：米易县气象台2025年06月29日03时分发布暴雨色预警信号:过去一小时麻陇多云盘村已出现33.7毫米降雨，预计未来3小时，麻陇、得石、白坡、草场、普威、白马、湾丘，攀莲、撒莲等乡镇将出现强降水天气，部分地区小时雨强可能达到20-40毫米，最大过程累计雨量可达50毫米以上，请注意加强中小河流洪水、山洪、滑坡和泥石流等灾害的监测防范。强降雨伴有雷电、阵性大风等强对流天气，请注意防范山体滑坡、泥石流、山洪、城市内涝等次生灾害。,
348,11403,交通管制,2025-06-29 04:16:02,2025-06-29 06:12:29,8.025,双向方向,,S81德会高速,,无管制,双向,-41333|-33976,-5882.98,-15564_0 -15564_1 -10658_0 -10658_1 -10658_2,:-41333_0_0 :-41333_0_1 :-41333_2_0 :-41333_2_1 :-41333_2_2,2025-06-29 03:30:00,2025-06-29 06:30:00,"774,761",老碾收费站 到 六华收费站,【交通管制首报】2025/6/29 4:16:02，接黄小容报：凉山彝族自治州气象台发布德昌橙色暴雨灾害预警，德会高速德会段K0-K15、相关收费站有老碾站和六华站1.已在沿线情报板发布预警信息。2.已通知路政加强巡查，监控中心加强视频巡查。3.已通知高交、执法。4.已通知收费站关注路况。5.监控分中心2人值守。6.风险点位驻屏巡查。7、上报管理处值班领导。       8、已传达至相关站点。9已加强雨前雨中巡查，无异常。,
349,11406,交通管制,2025-06-29 05:09:09,2025-06-29 06:04:21,1906.69,双向方向,,G5京昆高速（成雅段）,,因暴雨天气，太平站、名山站、雅安北站、雅安金鸡关站、西康大桥站，入口关闭。,双向,-41736|-33247,-16860,-6010_0 -6010_1,:-41736_0_0 :-41736_0_1,2025-06-29 05:10:00,2025-06-29 06:04:00,"683,685,686,694,695",太平站 到 西康大桥站,"【交通管制首报】2025/6/29 5:09:09，接张馨尹报：因大雾雷雨天气，京昆高速成雅段太平站至西康大桥站路段交通管制西康大桥站，雅安北站，雅安金鸡关站，名山站，太平站入口关闭，,预计小时后解除。",
350,11414,交通管制,2025-06-29 07:03:54,2025-06-29 08:06:30,1.97,双向方向,,G4202成都绕城高速（绕东段）,,,双向,-42611|-50566,-9292|-8014,-6590_0 -6590_1 -6358_0 -6358_1 -6358_2,:-42611_0_0 :-42611_0_1 :-42611_2_0 :-42611_2_1 :-42611_2_2,2025-06-29 07:12:00,2025-06-29 08:06:00,,大件站 到 机场站,"【交通管制首报】2025/6/29 7:03:54，接王伟报：因大雾雷雨天气，成都绕城高速(东段)大件站至机场站路段交通管制,预计小时后解除。",
351,11415,交通管制,2025-06-29 07:12:26,2025-06-29 08:18:12,51.17,双向方向,,G4202成都绕城高速（绕西段）,,,双向,-53129|9868918130,-4000000348,-13198_0 -13198_1 -12680_0 -12680_1 -12680_2,:-53129_0_0 :-53129_0_1 :-53129_2_0 :-53129_2_1 :-53129_2_2,2025-06-29 07:51:00,2025-06-29 08:18:00,,双流站 到 货运大道站,"【交通管制首报】2025/6/29 7:12:26，接王伟报：因大雾雷雨天气，成都绕城高速(西段)双流站至货运大道站路段交通管制,预计小时后解除。",
352,11421,交通管制,2025-06-29 07:15:04,2025-06-29 09:48:25,1770.4,双向方向,,G5京昆高速（成绵段）,,入口双向关闭,双向,3426565849|5949103158,-12656,-3000000128_0 -3000000128_1,:3426565849_0_0 :3426565849_0_1,2025-06-29 07:43:00,2025-06-29 09:48:00,"601,206,215,214,213,212,211,210,209,208,202",新都站 到 广汉站,"【交通管制首报】2025/6/29 7:15:04，接李芳报：因大雾雷雨天气，京昆高速成绵段新都站至广汉站路段交通管制新都北站，青白江入口关闭，,预计小时后解除。",
353,11441,交通阻塞,2025-06-29 09:37:42,2025-06-29 10:50:57,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,绵阳南站入口成都方向封闭,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,225,,"【交通阻塞首报】2025/6/29 9:37:42,接顾敏报：京昆高速绵广段广元至绵阳方向K1685+000处受成绵高速交通事故影响导致该路段主线车流量大，绵阳南站入口成都方向封闭，已通知高速交警,执法,路维察看原因并进行疏导。",
354,11447,交通管制,2025-06-29 10:17:16,2025-06-29 10:45:18,1906.69,双向方向,,G5京昆高速（成雅段）,,,双向,-41736|-33247,-16860,-6010_0 -6010_1,:-41736_0_0 :-41736_0_1,2025-06-29 08:52:00,2025-06-29 10:42:00,"683,685,686,694,695",太平站 到 西康大桥站,"【交通管制首报】2025/6/29 10:17:16，接董霜报：因大雾雷雨天气，京昆高速成雅段太平站至西康大桥站路段交通管制西康大桥站，雅安北站，雅安金鸡关站，名山站，太平站入口关闭，,预计小时后解除。",
355,11458,交通阻塞,2025-06-29 12:04:27,2025-06-29 15:58:06,1572.0,双向方向,,G5京昆高速（绵广段）,,因金子山站入口治超系统故障，金子山站入口货车无法通行。,双向,-37323|-27388,-4768,-7568_0 -7568_1,:-37323_0_0 :-37323_0_1,2025-06-29 12:08:00,,258,,"【交通阻塞首报】2025/6/29 12:04:27,接姚娟报：京昆高速绵广段双向方向K1572+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因金子山站入口治超系统故障，现金子山站入口所有货车无法通行；已通知维护分中心前往处置。已通知高交、执法、路维前往疏导。",
357,11489,交通管制,2025-06-29 15:48:13,2025-06-29 18:32:06,1714.53,成都至绵阳方向,,G5京昆高速（成绵段）,,关闭德阳北金山站成都至绵阳方向入口,上行,-30464,-6700,-7928_0 -7928_1 -7928_2 -7928_3,:-30464_0_0 :-30464_0_1 :-30464_0_2 :-30464_0_3,2025-06-29 15:48:00,,"211,212,213,214",德阳北站 到 金山站,"【交通管制首报】2025/6/29 15:48:13，接李琦报：因大雾雷雨天气，高速交警要求关闭京昆高速成绵段金山站，罗江站，白马关站，德阳北站入口关闭，,预计2小时后解除。",
359,11510,交通管制,2025-06-29 17:24:05,2025-06-30 17:04:46,47.697,双向方向,,S81德会高速,,无管制,双向,8721830466|8721830818,-4000000348,-4000000365_0 -4000000365_1,:8721830466_0_0 :8721830466_0_1,2025-06-29 18:00:00,2025-06-30 18:00:00,,益门收费站 到 会理北收费站,【交通管制首报】2025/6/29 17:24:05，接雷红月报：凉山彝族自治州气象台发布益门镇地质灾害橙色预警，德会高速德会段K35-K62、相关收费站有益门站和会理北站1.已在沿线情报板发布预警信息。2.已通知路政加强巡查，监控中心加强视频巡查。3.已通知高交、执法。4.已通知收费站关注路况。5.监控分中心2人值守。6.风险点位驻屏巡查。7、上报管理处值班领导。 8、已传达至相关站点。9已加强雨前雨中巡查，无异常。,
360,11554,暴雨橙色预警,2025-06-29 21:25:00,2025-06-30 00:13:00,1750.0,双向方向,,G76厦蓉高速（纳黔段）,,,双向,3538591854|-33394,-5192,-3000000062_0 -3000000062_1,:3538591854_0_0 :3538591854_0_1,2025-06-29 21:25:00,,,麻城站 到 护国站,【暴雨橙色预警首报】2025/6/29 21:25:00，接陈茜报：收到暴雨橙色预警后采取了以下措施：1、监控中心收到预警信息后，在一路三方群内发布气象风险信息；2、5分钟内将预警信息传递至公司相关部门并跟踪记录响应情况，10分钟内以电话、信息方式同步报执法队、高速交警；3、10分钟内在高速公路业务管理系统、阈值管控版块填报管控信息；4、在突发事件信息管理系统填报预警响应情况，10分钟内首报，续报间隔不超过30分钟，接收到预警解除信息后10分钟内终报；30分钟内在交通运输部路况信息管理系统填报预警信息；5、将预警信息报值班领导，值班中层干部；6、将预警信息报主要领导，值班领导在岗指挥调度；7、通过公路沿线可变情报板进行安全提示；8、按高速交警指令通知所辖收费站关闭开放车道；9、驻屏监测辖区二级风险点；10、全时段驻屏监视三级及以上地灾风险点位；11、在“蜀安直达”上接收预警信息；12、密切关注降雨预报及降雨实况，动态掌握暴雨、地灾等预警和短临预报信息；13、如实接收上级调度，对预警区域管理中心值班人员、站队进行调度；14、登记预警响应工作台账,
363,11724,交通管制,2025-07-02 03:48:00,2025-07-02 05:52:00,1906.69,双向方向,,G5京昆高速（成雅段）,,因暴雨天气，临时交通管制，太平站入口关闭。,双向,-41736|-33247,-16860,-6010_0 -6010_1,:-41736_0_0 :-41736_0_1,2025-07-02 03:48:00,,683,太平站 到 太平站,【交通管制首报】2025/7/2 3:48:00，接张馨尹报：因暴雨天气，临时交通管制，京昆高速成雅段太平收费站入口关闭。,
364,11759,交通事故,2025-07-03 02:06:20,2025-07-03 07:06:22,1664.0,广元至绵阳方向,"第一车道,第二车道,应急车道",G5京昆高速（绵广段）,受伤1人上行方向交通阻断,,下行,-52539,-13846,-13846_0 -13846_1,:-52539_0_0 :-52539_1_0 :-52539_1_1,2025-07-03 02:07:00,,"246,247,249,250,255",,"【交通事故首报】2025/7/3 2:06:20,接江明芝报：京昆高速绵广段广元至绵阳方向K1664+000发生一起两货车追尾事故，占用第一车道,第二车道,应急车道，目前造成0死亡1受伤，已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。",
367,11814,交通管制,2025-07-03 18:15:52,2025-07-03 23:04:44,1812.64,双向方向,,G5京昆高速（成雅段）,,暂无管制,双向,3426593534|-42915,-2000000030,-2000000411_0 -2000000411_1,:3426593534_0_0 :3426593534_0_1,2025-07-03 18:58:00,,,成都站 到 双流南站,"【交通管制首报】2025/7/3 18:15:52，接王萍报：因大雾雷雨天气，京昆高速成雅段成都站至双流南站路段交通管制,预计小时后解除。（双流区气象台2025年07月03日17时50分更新暴雨黄色预警信号为暴雨橙色预警信号，获取预警后，已将预警信息传递至一线单位，上报公司值班人员、公司相关部门并跟踪记录响应情况，信息方式同步报执法大队、高速交警；预警期间时刻关注雨情变化。）",
368,11828,交通管制,2025-07-03 21:41:30,2025-07-03 22:30:43,1760.1,双向方向,,G5京昆高速（成绵段）,,关闭入口,双向,-29605|-29606,-9222|-4114,-9550_0 -9550_1 -9550_2,:-29605_0_0 :-29605_0_1 :-29605_0_2,2025-07-03 21:42:00,,"208,206",青白江 到 广汉站,"【交通管制首报】2025/7/3 21:41:30，接祖福明报：因大雾雷雨天气，京昆高速成绵段青白江至广汉站路段交通管制广汉站，青白江入口关闭，,预计2小时后解除。",
369,11829,交通管制,2025-07-03 22:06:39,2025-07-04 00:16:40,1736.35,双向方向,,G5京昆高速（成绵段）,,关闭入口,双向,-52781|-43060,-6504|-14710,-15602_0 -15602_1 -15602_2 -15602_3,:-52781_0_0 :-52781_0_1 :-52781_0_2 :-52781_0_3,2025-07-03 22:07:00,,"211,210,209",德阳南站 到 德阳北站,"【交通管制首报】2025/7/3 22:06:39，接祖福明报：因大雾雷雨天气，京昆高速成绵段德阳南站至德阳北站路段交通管制德阳北站，德阳站，德阳南站入口关闭，,预计2小时后解除。",
370,11831,交通管制,2025-07-03 23:13:11,2025-07-04 00:16:07,1702.9,双向方向,,G5京昆高速（成绵段）,,关闭罗江东站，入口（成都至绵阳方向），金山站入口,双向,-33919|-37408,-2884,-5308_0 -5308_1,:-33919_0_0 :-33919_0_1,2025-07-03 23:13:00,,"214,213",罗江站 到 金山站,"【交通管制首报】2025/7/3 23:13:11，接祖福明报：因大雾雷雨天气，京昆高速成绵段罗江站至金山站路段交通管制罗江东站，入口（成都至绵阳方向）金山站入口关闭，,预计2小时后解除。",
373,11868,交通管制,2025-07-04 18:52:09,2025-07-04 19:02:37,1572.87,双向方向,,G5京昆高速（绵广段）,,因暴雨天气，现金子山站入口封闭。,双向,-29937|-39126,-1674,-8440_0 -8440_1,:-29937_0_0 :-29937_0_1,2025-07-04 18:53:00,2025-07-04 19:53:00,258,金子山站 到 金子山站,【交通管制首报】2025/7/4 18:52:09，接任良秀报：因大雾雷雨天气，京昆高速绵广段金子山站至金子山站路段交通管制金子山站入口关闭，已通知高交、执法、路维、收费站。因暴雨天气，现金子山站入口封闭。预计1.0小时后解除。,
379,12180,交通事故,2025-07-08 17:13:51,2025-07-08 21:25:48,2324.96,攀枝花至西昌方向,应急车道,G5京昆高速（西攀段）,暂无人员伤亡,,下行,-37021,-12920,-4374_0 -4374_1,:-37021_0_0 :-37021_0_1,2025-07-08 19:10:00,2025-07-08 21:25:00,"506,505",,"【交通事故首报】2025/7/8 17:13:51,接高交报：京昆高速西攀段攀枝花至西昌方向K2324+960发生一起单车事故，占用应急车道，目前无人员伤亡，已通知高速交警、,执法,、路维到场处置,该事件为未达4级事件，目前情况正在核实中。",
381,12207,交通管制,2025-07-09 01:21:36,2025-07-09 13:48:37,1784.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,现泸州至贵州方向车辆在叙永站分流出站，贵州至泸州方向车辆在麻城站分流出站。,上行,3538967798,-6622,-3000000063_0 -3000000063_1,:3538967798_0_0 :3538967798_0_1,2025-07-09 01:23:00,,"553,183,555,554",叙永站 到 赤水河站,"【交通管制首报】2025/7/9 1:21:36，接金健报：因大雾雷雨天气，厦蓉高速纳黔段叙永站至麻城站路段交通管制麻城站，叙永站入口关闭，,叙永站往麻城站方向车辆在叙永站分流下站,麻城站往叙永站方向车辆在麻城站分流下站,预计小时后解除。",
382,12210,交通管制,2025-07-09 01:51:00,2025-07-09 04:15:47,2338.61,双向方向,,G5京昆高速（西攀段）,,无管制,双向,-57237|-35970,-3932,-16508_0 -16508_1,:-57237_0_0 :-57237_0_1,2025-07-09 01:51:00,,,蒲坝站 到 永郎站,【交通管制首报】2025/7/9 1:51：00，接执法六支队二大队通知：德昌县气象台2025年07月09日01时41分发布暴雨橙色预警信号：德昌县金沙傈僳族乡、南山傈僳族乡、热河镇、巴洞镇、昌州街道、茨达镇、麻栗镇、乐跃镇等乡镇（街道）3小时降雨量将达50毫米以上（或降雨强度将达30毫米/小时以上）；或者3小时降雨量已达50毫米以上（或降雨强度已达30毫米/小时以上）且降雨（20毫米/小时以上）可能持续请注意防范因强降雨引发的山洪、地质灾害、低洼地带内涝以及短时阵性大风、冰雹和雷电天气可能带来的危害，相关单位和人员做好灾害预防工作。,
384,12267,交通阻塞,2025-07-09 16:20:14,2025-07-09 16:56:04,1637.0,双向方向,,G5京昆高速（绵广段）,,,双向,-27373|-61940,-14868,-1138#3_0 -1138#3_1 -16822#13_0 -16822#13_1,:-27373_0_0 :-27373_0_1 :-27373_2_0 :-27373_3_0 :-27373_3_1 :-27373_5_0,2025-07-09 16:21:00,2025-07-09 16:54:00,"249,247,246",,"【交通阻塞首报】2025/7/9 16:20:14,接何勇报：京昆高速绵广段双向方向K1637+000处发生一起高速交警通知非事故非施工抢险原因交通管制，目前已阻断，已通知高速交警察看原因并进行疏导。",
385,12292,交通事故,2025-07-09 20:44:27,2025-07-09 22:42:49,1855.0,贵州至纳溪方向,"第一车道,第二车道",G76厦蓉高速（纳黔段）,暂无人员伤亡,护国、江门、黄桷坪站入口关闭。贵州至泸州方向车辆护国站分流出站,双向,-39203|1931049796,-1772,-5118_0 -5118_1,:-39203_0_0 :-39203_0_1,2025-07-09 20:46:00,2025-07-09 22:43:00,"551,550,552",,"【交通事故首报】2025/7/9 20:44:27,接刘丹报：厦蓉高速纳黔段贵州至纳溪方向K1855+000发生一起危化品车，占用第一车道,第二车道无泄露，目前无人员伤亡，已通知高速交警到场处置,2025-07-09 20:46到护国、江门、黄桷坪站入口关闭。贵州至泸州方向车辆护国站分流出站。",
389,12312,交通事故,2025-07-10 05:45:17,2025-07-10 07:17:19,2057.0,泸沽至雅安方向,第二车道,G5京昆高速（雅泸段）,受伤2人,,下行,-56211,,-11636_0 -11636_1,:-56211_0_0 :-56211_0_1,2025-07-10 05:59:00,,537,,"【交通事故首报】2025/7/10 5:45:17,接姜琴报：京昆高速雅泸段泸沽至雅安方向K2057+000发生一起2货车发生事故事故，占用第二车道，目前造成0死亡2受伤，已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。",
390,12323,交通事故,2025-07-10 12:16:54,2025-07-10 12:51:39,1775.0,绵阳至成都方向,应急车道,G5京昆高速（成绵段）,暂无人员伤亡,新都、新都北绵阳至成都方向关闭,下行,5951609706,-7016,-3000000384_0 -3000000384_1,:5951609706_0_0 :5951609706_0_1,2025-07-10 12:18:00,,"601,202",,"【交通事故首报】2025/7/10 12:16:54,接杨侹报：京昆高速成绵段绵阳至成都方向K1775+000发生一起六车追尾事故，占用应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置新都、新都北绵阳至成都方向关闭,该事件为未达4级事件。",
391,12375,交通管制,2025-07-11 03:15:51,2025-07-11 06:45:56,51.17,双向方向,,G4202成都绕城高速（绕西段）,,双流站出、入口,双向,-53129|9868918130,-4000000348,-13198_0 -13198_1 -12680_0 -12680_1 -12680_2,:-53129_0_0 :-53129_0_1 :-53129_2_0 :-53129_2_1 :-53129_2_2,2025-07-11 03:54:00,,327,双流站 到 双流站,"【交通管制首报】2025/7/11 3:15:51，接王伟报：因大雾雷雨天气，成都绕城高速(西段)双流站至双流站路段交通管制双流站入口关闭，,双流站往双流站方向车辆在双流站分流下站,双流站往双流站方向车辆在双流站分流下站,预计3小时后解除。",
392,12382,交通管制,2025-07-11 04:01:46,2025-07-11 06:47:17,54.0,双向方向,,G4202成都绕城高速（绕西段）,,AC入口,双向,-38350|-26103,-14746|-4000000335,-4814_0 -4814_1 -4814_2,:-38350_0_0 :-38350_0_1 :-38350_0_2 :-38350_0_3,2025-07-11 04:43:00,,725,成新蒲站 到 成新蒲站,"【交通管制首报】2025/7/11 4:01:46，接王伟报：因大雾雷雨天气，成都绕城高速(西段)成新蒲站至成新蒲站路段交通管制成新蒲站入口关闭，,预计3小时后解除。",
